0.456a5=g+0.456a4=u-0.453a5=p-0.453a4=y-0.182a10...,0.465a4=l+0.465a5=gg+0.358a7=o+0.333a15-0.282a13=g...,'0.322a7=v-0.274a3-0.257a11-0.252a8+0.24 a10...','-0.524a7=ff-0.506a6=ff-0.248a9+0.213a7=v+0.2  a8...',0.374a13=s+0.337a7=bb-0.337a13=g+0.288a2-0.283a7=v...,0.448a7=j+0.431a6=j-0.313a7=v+0.283a6=i+0.262a7=h...,-0.443a7=j-0.439a6=j-0.38a6=e-0.321a7=z-0.221a7=dd...,-0.364a6=e+0.345a13=s-0.332a7=dd-0.32a13=g-0.255a6=i...,-0.653a7=n-0.653a6=r+0.209a6=i+0.187a7=bb-0.111a13=s...,0.481a7=h-0.35a7=bb+0.267a7=dd-0.259a6=i+0.237a6=q...,0.682a6=c+0.383a13=p-0.292a12-0.269a6=w-0.203a6=m...,'0.482a6=q+0.408a1+0.34 a6=aa-0.303a6=w-0.268a14...',0.378a6=d-0.346a7=dd+0.338a10+0.298a6=k-0.283a6=m...,-0.617a6=x+0.403a6=cc-0.374a6=aa+0.326a6=k-0.214a14...,-0.623a6=cc-0.476a6=aa+0.391a6=w+0.343a6=q+0.182a6=k...,-0.706a6=k+0.536a6=d+0.328a6=w-0.184a6=m-0.112a2...,0.528a6=w-0.452a12-0.344a6=d-0.262a6=m-0.238a14...,0.404a7=dd-0.376a7=z+0.354a6=d+0.289a6=k-0.234a14...,0.488a12-0.443a6=m+0.264a6=c+0.255a7=dd+0.254a6=aa...,-0.492a6=m+0.363a14-0.258a7=h+0.256a6=d+0.243a11...,-0.54a13=p+0.336a7=z-0.306a2-0.285a7=dd+0.248a6=c...,0.382a6=x+0.334a6=cc-0.32a14-0.311a6=aa+0.291a12...,-0.413a6=q+0.411a1+0.353a12-0.274a8+0.225a6=m...,'0.39 a13=p-0.381a1-0.365a15+0.26 a9-0.253a2...','-0.486a3+0.365a1-0.277a12+0.26 a8-0.252a15...','0.58 a3+0.499a14+0.318a9+0.313a1-0.177a12...','0.497a7=o-0.398a7=bb+0.33 a9+0.293a6=i+0.269a11...',0.475a8+0.419a15-0.37a7=n-0.339a2+0.302a6=r...,-0.5a9+0.483a6=i-0.409a7=bb+0.191a6=r-0.18a8...,result
1.458055,-0.231844,0.534121,0.733323,0.270961,-0.946831,-0.312599,1.261439,-0.337971,-1.072186,-1.348542,-0.489165,-1.124502,-0.469262,0.240977,-1.021662,-1.724861,0.189722,-1.651352,-2.374053,-0.191842,0.65862,1.078331,0.168496,0.799855,-0.897071,-0.580203,-0.626717,0.500559,approved
1.283758,-0.37305,0.383,1.146004,-0.727321,0.359205,0.803507,0.35821,0.261293,0.83183,-0.95259,-1.727486,-0.104234,-2.972016,0.289906,-0.293689,-0.473321,0.827834,-0.034475,1.574891,1.144198,1.405812,-0.515229,0.262933,-0.194076,-1.140653,0.084205,0.050512,0.060214,approved
-3.240336,-1.137946,-1.676122,1.383833,1.886174,0.228538,-0.938679,-1.865591,0.10259,2.620969,-0.285764,-0.777288,-0.473508,-0.333738,0.248844,0.061153,-0.710273,-1.098282,0.461156,-0.094188,-0.421248,-1.053189,0.487889,0.031055,-0.661783,-0.641895,-0.34441,-0.455236,0.946938,approved
2.266461,0.050545,-1.890382,0.686096,-0.103992,-0.464027,-0.642962,0.654733,-0.122713,-0.425032,-0.6805,2.542555,1.556514,0.166159,1.343599,0.283053,-1.095952,-1.15713,0.460763,-0.882161,-1.017932,1.935149,-1.737731,-1.788559,-0.648084,0.855569,-0.309122,0.757724,-0.494083,approved
1.672981,-0.522858,-1.132438,-0.553362,-0.494897,1.033706,0.244061,0.18426,-0.012702,2.099505,0.73092,2.378655,0.682726,0.384997,0.933822,0.327887,0.450689,-0.862259,-0.565326,-1.12873,-0.498782,0.117418,-0.658979,-0.679751,-0.055347,0.255162,-0.66912,-0.738435,0.185412,approved
1.268327,-0.142306,0.612953,0.413717,-1.194035,-0.086364,-0.031681,-0.222744,-0.202659,0.437234,-0.521206,1.552104,0.177915,0.550255,1.056891,0.457172,-0.600806,-0.257131,-0.000318,-0.721219,0.333867,0.986634,-1.262039,0.479684,-1.928638,-0.793718,-0.763979,-0.15516,0.201456,approved
0.915186,0.944212,0.416961,0.29968,-1.346115,0.404511,0.224944,-0.206424,0.51872,0.886429,-0.643774,-0.836742,-0.979779,1.022074,-2.67561,-0.406633,0.16972,-1.518493,-0.854247,1.360223,-0.685376,0.841213,-0.162207,-2.800255,-0.352293,0.435161,-0.842503,0.166563,0.157687,approved
1.685923,-0.548548,-1.018617,0.628152,0.420152,1.107974,0.891479,0.443738,-0.30543,1.743754,0.024083,1.047586,0.960924,0.64388,1.043795,0.431693,-0.754838,-1.350222,0.353084,-1.711728,-0.73735,0.092857,-1.433756,0.511651,-0.308499,-1.000325,0.110008,0.515737,-0.231185,approved
-3.823397,-0.372932,0.851073,1.034137,0.373834,-0.270506,0.293392,-0.18699,0.07436,0.043958,-1.291788,-0.429982,1.996964,0.661678,-0.110252,2.560758,-2.889192,0.751295,-0.970754,1.650276,-0.820735,-0.530002,-0.050177,-0.041439,0.510229,0.197678,0.178225,-0.311065,0.19064,approved
-3.491949,-0.806334,0.327843,1.06814,-1.351916,-0.175475,-0.208265,-0.336701,0.588025,-0.206026,-1.422749,1.915258,0.116736,-1.818437,-1.484549,-0.209784,-0.532873,-0.980981,1.642822,0.396278,-0.856043,-0.545705,0.77204,-0.217671,0.047794,-0.034048,-0.272976,-0.38559,0.452209,approved
1.482072,-0.30532,-0.701824,0.343057,2.233717,0.637147,0.602876,-0.320535,0.471707,-2.012388,1.996961,-0.155777,0.592973,0.185426,-0.422018,0.213095,-0.192787,-0.298742,0.750295,-1.340719,-0.026355,-0.396931,-2.175342,-1.044677,1.873323,-0.826629,-0.944931,0.872661,-1.690705,approved
1.49146,-0.486954,-1.557051,0.497771,1.403488,0.345741,0.505242,0.423385,-0.219305,0.866753,-0.283509,-0.261958,3.421968,1.2397,0.76313,-2.564164,0.098376,0.655045,1.078215,-1.511897,-1.059661,0.170082,-0.239564,-0.287979,-0.072863,0.297983,-0.415428,-0.225433,0.215378,approved
1.566282,-0.639078,-1.649451,0.098919,0.90859,0.629469,0.263888,0.5288,-0.104183,1.218069,-0.2187,0.744487,3.212088,1.184995,0.796186,-2.420739,0.132433,0.564491,1.516715,-1.186763,-0.747928,0.669468,0.715896,-0.823598,0.637898,1.100079,-0.692547,-0.128087,0.075008,approved
1.409215,-0.442832,-0.547213,-0.045037,-0.503505,0.941223,0.590448,-0.111419,-0.150468,2.141068,0.680021,1.494994,0.484179,0.497829,0.777644,0.465471,0.674432,-0.332068,-0.892889,-1.425599,-0.097847,-0.557225,-1.314751,0.587698,-1.314613,-0.155266,-0.763633,-0.421151,0.31898,approved
-3.466886,-0.775903,0.340497,1.620033,-0.729233,-0.58165,0.125521,-0.08727,0.219558,-0.649026,-1.571961,-1.160052,-0.124619,0.094121,1.565911,1.172558,1.114611,-0.986694,0.774311,-0.139607,-0.530041,0.078139,0.256014,-0.437311,-0.178469,-0.623181,-0.629575,-0.430578,0.419513,approved
0.790785,1.494555,2.196242,0.690465,1.605616,-1.101422,-1.23549,1.742736,-0.648305,-0.102656,-0.929314,2.518316,0.967246,-1.387738,-1.835914,0.216001,1.534508,0.553131,2.173435,-0.651168,-0.247777,-0.210401,0.225381,0.545953,-1.940779,-0.729901,0.142931,-0.022767,0.103621,approved
0.96705,-0.094096,0.835027,-0.332777,-1.550816,-0.562538,-0.727437,-0.665162,0.479058,-0.223012,-0.712571,2.124026,0.813595,-1.662316,-1.96626,-0.250583,0.806954,-0.171949,0.734404,-0.337788,-0.53362,-0.616327,0.151517,-0.390791,0.230654,0.454534,-0.497856,-0.22257,0.384123,approved
1.821717,-0.554272,-0.231869,0.060722,-2.087773,-0.208888,-0.459703,0.331925,0.053036,0.543411,0.140614,2.48873,-1.087689,0.484104,0.957509,0.309529,0.177849,0.169237,-0.638501,0.494027,0.421799,0.385504,-0.598912,-0.072874,-0.401465,0.120263,-0.60237,-0.024138,0.124937,approved
1.667076,-0.73737,-0.187885,0.750332,-1.629055,-1.185016,-0.63429,0.142165,0.259647,-1.233757,-0.416835,1.330177,-0.28538,-0.995889,-2.122345,-0.300777,1.116429,1.210538,0.280733,0.125737,-0.473483,-1.475589,0.194132,1.601549,-0.270823,-0.455595,0.556443,0.111711,0.019704,approved
2.594206,-0.157531,-3.003389,1.567977,1.718371,0.248599,0.428846,0.679062,0.433387,-3.231696,2.190065,-0.323478,-0.95262,0.518982,-0.358288,-0.153243,-0.296139,0.885605,0.297219,0.206795,-0.715226,-1.538446,-1.201932,-0.911701,1.562534,-0.881864,0.067789,1.987419,-2.576534,approved
1.167349,1.469501,1.32038,-0.511813,3.657693,2.014991,0.571352,0.791514,0.769909,-1.066775,0.519405,2.712472,-2.431821,0.210757,-0.061063,0.183795,2.360206,1.2424,0.310081,1.691955,0.67971,-0.190562,1.165792,-0.414917,0.38681,-0.732273,-0.377862,0.118103,0.440577,approved
1.630314,-0.492277,0.251819,-0.091337,-2.127742,-0.023527,-0.284005,0.244142,0.097377,0.742755,0.10042,2.187251,-1.389594,0.480264,0.97514,0.159602,-0.088735,-0.218721,-0.648327,0.726804,0.275387,0.162798,-0.609251,-0.209051,0.163607,-0.55239,-0.418172,-0.126551,0.217992,approved
2.265729,-0.641636,-1.788205,0.445377,-0.410768,-1.251152,-1.092515,0.861269,0.101303,-1.736321,1.772786,0.864435,0.702855,-0.226559,-0.033853,0.04818,0.100368,0.622573,0.388313,-0.26543,0.228173,0.694661,-0.101608,-1.607018,0.201268,1.863312,0.058012,-0.587202,0.458527,approved
1.923805,-0.443984,-0.43727,0.29786,-1.978162,-0.153872,-0.363686,0.50267,0.077678,0.432932,0.082265,2.234234,-1.338608,0.493678,0.949037,0.177706,-0.104896,-0.047535,-0.632538,0.843011,0.079415,0.072666,-0.73093,-0.2415,-0.012394,-0.029288,-0.215693,0.362886,-0.057452,approved
2.272794,-0.956347,-2.397131,1.21338,0.953576,0.072329,0.371116,1.1992,-0.109207,-0.168144,2.255413,-0.772825,0.710499,0.059495,-0.268056,0.117632,0.007253,-0.022553,0.440291,-1.159191,-0.366217,-1.250455,-0.76977,-0.067276,0.880611,0.858459,1.026715,0.60178,0.129053,approved
1.55519,-0.474399,-0.640713,-0.145955,0.760774,0.313551,0.324486,-0.866944,0.871805,-1.928385,-0.281084,1.55018,0.135652,-1.320615,-1.942656,-0.39574,1.063117,0.533134,0.56641,-0.573041,-0.97366,-1.698433,-0.670877,0.564164,0.528007,-1.310671,-1.369128,-0.774837,-1.429122,approved
1.711627,-0.444323,-0.486316,0.768137,-0.552482,-1.062936,-0.480284,0.516566,-0.051878,-1.481767,1.832129,-0.455431,-0.114116,0.161597,-0.194583,-0.077516,-0.09228,0.56751,-0.0038,-0.324064,0.318646,-0.305879,-0.646799,-0.590868,0.438901,-0.524239,0.494396,0.187284,0.404503,approved
1.427688,-0.234855,0.312062,0.684479,-1.168482,-0.0453,-0.076996,0.344584,0.130974,-0.658382,0.960063,-0.28561,-0.903818,-0.240557,0.145066,-0.030197,-1.478852,-0.277602,1.439957,0.69886,0.644926,-0.07203,0.953633,-0.945942,0.474962,0.087869,0.161129,0.05519,0.518342,approved
1.921354,-0.854694,-1.262586,-0.301931,-1.024793,1.035438,0.379775,0.533634,-0.031941,2.054488,0.827769,2.168661,-0.460594,0.580363,1.008418,0.235958,0.373189,-0.526606,-0.59584,-0.528939,-0.286241,-0.40146,-0.062626,-0.050326,0.504081,-0.578424,-0.321777,-0.431958,0.092397,approved
1.013908,-0.078717,0.671537,0.599147,-0.567931,-0.548552,-0.283931,-0.28563,-0.186972,-0.911975,1.209432,-0.219501,0.874793,0.051445,-0.062227,0.382826,-0.557749,0.395322,1.03315,-1.328008,1.075501,0.771834,-0.077706,-0.330038,-1.253658,-0.223152,-0.574655,0.016151,0.547326,approved
1.111755,-0.117381,-0.174159,-0.076426,1.690575,1.980993,1.635849,-0.915171,0.874847,0.546293,0.132165,-0.274023,0.435116,-0.090205,-0.095404,-0.189885,0.662479,-0.877518,-0.753009,-0.57603,-0.687172,-0.597876,-0.588212,0.075532,0.734542,0.179891,1.246637,0.443476,2.520953,approved
1.000755,-0.071704,0.668861,0.573857,-0.11888,0.232355,0.627932,0.086417,0.46059,1.023853,-0.557071,-1.748783,0.642692,-3.238422,-0.048145,-0.484735,0.09288,0.163657,-0.918248,1.474492,0.476985,1.093767,-2.071019,-0.849972,0.604275,-0.363646,0.206371,-0.285162,0.304264,approved
-2.841886,-1.417504,-0.648134,1.749823,-1.162777,-1.186616,-0.247412,0.575673,0.213017,-1.070731,-0.702126,-0.773417,-0.993139,0.479014,1.306564,1.147951,2.268207,0.023915,-0.195685,0.225407,-0.372616,-0.552536,0.124194,0.129617,0.846225,-0.689276,-0.12933,0.092758,0.151749,approved
-2.377006,-1.306299,-2.214168,1.633307,2.730779,1.81782,1.693278,-0.570117,1.394336,-2.911149,-0.422002,0.965122,-1.224192,0.332911,0.3345,0.131748,-0.004534,0.40801,0.304196,0.603261,-0.302989,0.34545,-0.139016,0.852185,0.393621,-0.504905,0.034067,0.616036,0.214329,approved
-2.667497,-1.296459,-1.635128,1.636441,1.084168,0.784901,0.85363,-0.006676,0.622175,-2.267471,1.549163,0.028398,-1.396812,0.111204,0.157796,0.240555,-0.735814,0.728719,1.117178,0.33976,0.489474,-0.745553,0.2881,0.158491,-0.371099,-0.818813,-1.343386,-0.929799,-1.173558,approved
-2.761728,-1.390916,-1.145863,2.30036,-0.306102,0.012091,0.694067,0.972761,0.35797,0.361651,-0.85262,-1.185487,-0.162416,-2.961825,0.492635,-0.186341,-0.478667,0.701082,-0.113459,1.775899,0.71082,1.639449,-0.678573,0.161662,0.001268,-0.884281,0.328057,-0.093095,-0.004394,approved
2.548437,-1.311903,-2.777185,1.381083,0.838228,-0.395454,0.226198,1.471492,-0.10445,-0.391818,-0.106381,-1.150291,0.892318,0.745521,1.019731,1.225026,2.525882,-0.280764,0.369481,-1.45093,-1.331111,-0.896877,-0.277488,0.462273,1.868119,0.469255,0.93866,1.036489,-0.681205,approved
-3.041018,-1.15276,-0.312196,1.915657,-1.072874,-0.677681,0.013149,0.140158,0.435045,-0.871708,-1.419877,0.901832,-0.381134,-1.616882,-1.457607,-0.332759,-0.52953,-0.408861,1.281122,0.473762,-0.997211,-1.302412,0.15422,1.031962,-0.37963,-0.817313,0.386177,-0.169008,0.435415,approved
1.665759,-0.734032,-0.549548,0.830231,-1.127707,-0.382687,0.073898,0.56958,0.203239,0.285487,0.116038,-0.732997,-0.019551,-2.502737,-0.083813,-0.168482,1.260795,2.306469,-1.245991,1.278392,1.431791,1.470836,-0.465335,0.492437,-0.345781,-0.720207,-0.028231,-0.137026,-0.158665,approved
1.713708,-0.714482,-0.822498,-0.331148,-1.311777,1.224622,0.513853,0.357223,-0.042284,2.309776,0.846078,2.059806,-0.805664,0.634986,0.99192,0.236916,0.327266,-0.566367,-0.622434,-0.454817,-0.131855,-0.6234,0.100151,-0.000109,0.648281,-1.104756,-0.406952,-0.063964,0.039761,approved
1.18635,0.06505,-0.08401,-0.847725,2.171533,2.48026,1.39624,-1.725067,1.412588,-2.016946,-0.336293,1.573676,-0.286603,0.244538,0.222318,-0.056667,0.075093,-0.16145,0.507255,-0.025837,-0.047275,1.306921,0.798515,-0.842895,1.043467,-1.036151,-0.845011,-0.183706,0.397276,approved
1.356919,-0.355384,0.403549,0.699227,-1.02659,-0.684618,-0.191941,0.196774,0.043491,-0.914149,1.681778,-0.747196,-0.789732,0.008561,-0.245706,-0.038257,-0.196868,0.535449,0.046581,0.167805,0.731424,-0.823754,-0.418554,-0.192807,0.101234,-0.349226,0.242352,0.034845,0.692675,approved
1.805413,-0.53234,-0.186925,0.285423,-1.88029,0.007908,-0.276184,0.32538,-0.05947,0.441192,-0.46329,2.367085,-0.741397,0.468899,1.263927,0.393871,-0.70173,-0.097656,0.332145,0.217524,0.480418,1.085717,0.059419,0.118291,-1.030251,-0.202156,-0.704476,-0.242185,0.092635,approved
-2.974774,-1.230906,-0.50172,1.35505,-1.028245,-1.224001,-0.299564,0.338071,0.256724,-1.04966,-0.75686,-0.812748,-0.615712,0.270063,1.46315,0.973807,2.204372,-0.288338,-0.352484,0.040939,-0.616486,-0.365412,0.048189,-0.494827,0.762541,-0.980313,-0.383738,-0.656193,0.471343,approved
2.766241,-0.890208,-3.235878,0.852013,-0.254365,0.589417,0.127552,1.345347,-0.175172,1.241043,0.780213,2.471384,0.248941,0.664452,0.924394,0.478938,0.358138,-0.309224,-0.300065,-0.898244,-0.732686,-0.225217,-0.90411,-0.110215,0.530714,0.861669,0.224416,1.612989,-0.847602,approved
0.613159,3.605858,1.892051,-0.664316,0.628269,-1.096599,-1.519842,0.623956,-0.196793,-0.762991,5.535093,-0.35217,0.971297,-1.377343,0.908836,-0.636946,-0.302522,-2.687613,-0.368541,2.246327,-5.497756,2.946585,1.092168,1.616388,1.843376,0.731564,-1.248621,-0.889848,0.504922,approved
2.107164,-0.839725,-1.539508,0.807221,-0.318361,0.861937,0.808647,0.738939,-0.040435,1.787338,0.403524,0.91245,-0.485662,0.331934,0.843934,0.291873,0.100391,-0.443941,-0.651019,-0.2608,-0.486205,-1.404082,-1.534197,1.087805,-0.757321,0.664089,0.159575,-0.011357,0.206632,approved
1.402749,-0.482586,-0.012684,0.644291,-0.558831,-0.845208,-0.138348,0.465423,0.053033,-0.342971,-0.314908,-0.487072,0.684538,1.356998,0.488977,-2.922074,0.350593,1.544014,-0.040915,0.964967,-0.39886,-0.682744,-0.665424,0.040876,0.827819,-0.363318,0.055517,0.224968,0.396576,approved
2.102628,-0.705489,-1.566142,0.749192,1.319876,0.465585,0.541999,0.23703,0.586517,-2.559948,2.123882,-0.309966,-1.198434,0.337644,-0.413553,-0.021122,-0.01522,1.034449,0.389671,0.409104,0.130809,-1.356925,-0.751002,0.007969,0.895219,-0.297,-0.489508,-0.269652,-1.548178,approved
2.287335,-0.898952,-2.45383,1.887842,0.66074,0.928782,1.227785,1.590443,0.07464,0.976724,-0.389117,-1.798459,-0.495495,1.816012,-2.709909,0.016398,-0.103382,-0.970033,0.383462,0.263075,-1.025857,0.379112,0.220175,0.545638,-0.411195,0.709732,0.930845,0.235291,-0.455027,approved
-3.53255,0.812907,1.435468,1.90362,2.764562,-0.857283,-0.825567,2.676618,-0.903051,0.448441,-0.738497,1.586038,1.768406,0.827966,-0.291671,3.192807,-0.827748,2.012987,0.098594,1.403665,-0.360588,-0.100313,0.272423,-0.439266,-0.567461,-0.828349,-0.264581,0.206827,0.584953,approved
2.288943,-0.725424,-5.018863,-2.3973,1.786737,-2.232451,0.735116,2.753919,-0.559043,-1.987435,-0.618442,-0.552492,0.740592,0.187552,-0.076133,0.337089,-0.807346,0.443836,1.457004,-0.583738,-0.97221,0.681199,-1.054394,0.85465,-0.103001,0.450223,1.198787,1.457028,-0.365276,approved
1.730067,-0.453483,-0.471072,0.494389,0.058153,0.095143,0.288775,-0.523518,0.748239,-1.793819,-0.001307,0.829393,-0.586521,0.412393,-0.103197,0.027262,1.303556,1.389222,-1.070362,0.259485,0.503035,0.604066,0.041928,0.932568,-0.547469,0.382058,1.017833,0.822883,2.165668,approved
-2.849211,-1.14951,-1.111875,1.947043,-0.722239,-0.529061,0.230959,0.871348,0.332097,0.022886,-0.279649,-0.784433,-1.199468,1.600573,-2.602203,0.004569,0.702075,-0.74427,-1.002349,0.771405,-0.382942,1.115405,-0.827268,-0.625274,-0.213758,-0.319687,-0.167747,0.069874,0.153513,approved
0.757941,1.527094,2.394765,0.315057,2.029664,-1.162571,-1.152048,1.886525,-0.371033,0.039263,-0.61865,1.914388,0.604124,-1.666045,-2.02566,-0.290856,1.60711,-0.374454,1.294001,0.145524,-1.179047,-1.213667,-1.100571,-0.351836,-0.128094,-0.802783,0.916175,-0.441342,0.440408,approved
1.951009,-0.73947,-1.87782,1.095733,0.342577,0.774921,1.032842,1.14311,0.194856,1.364481,0.224369,-1.623966,-0.524948,1.688075,-2.874486,-0.141246,0.854166,-0.94507,-0.736526,0.118896,-0.989063,-0.051655,-0.353504,-0.101186,0.128634,0.364193,0.505949,-0.187676,-0.056942,approved
1.391375,0.306852,-3.586284,-3.640585,0.55371,-2.012441,0.693793,1.435222,-0.327774,-1.099671,-0.100706,-0.622282,0.075932,-0.294303,-0.048073,-0.087276,0.161142,0.608331,-0.199782,-0.232176,-0.800076,-0.40884,-0.847102,-0.496528,-0.820658,-0.504521,-0.145533,0.398279,0.484817,approved
2.155353,-0.930504,-1.982089,0.757423,1.619255,-2.129474,-2.596205,-1.143874,-0.039834,-0.061937,-0.073331,-0.207963,-0.025654,0.067233,-0.115822,-0.156286,0.15166,0.131029,-0.339102,-0.010753,-0.335141,0.188455,-1.157997,-0.315383,0.602777,-0.237802,0.490566,0.350585,0.439346,approved
-2.803011,-1.241383,-0.98164,1.559472,-1.347729,-0.48322,-0.417008,0.559918,0.114297,-0.972759,1.30139,0.886403,-0.772761,-0.093258,0.334046,0.378382,-0.751563,0.460045,1.193601,0.267933,1.024267,0.587881,1.433572,-0.673867,-0.43705,0.363193,-0.485066,-0.200979,0.514293,approved
1.773982,-0.589974,-0.528811,0.307779,-1.016362,-0.804309,-0.702559,0.178341,0.395447,-1.105265,-1.326919,1.888958,0.859508,-1.681273,-1.49774,-0.398302,-0.252763,-0.247242,1.699099,-0.046271,-0.983855,-0.03837,0.848305,-0.045925,0.028799,0.455501,0.146907,-0.891284,0.315882,approved
3.31154,-1.693873,-5.491228,1.734048,5.516639,-3.287391,-5.16719,-2.179937,-0.46634,0.007334,-0.761707,-0.274949,2.142433,0.245108,0.216988,-0.522432,-1.035422,-4.037319,-0.436163,1.141498,2.207439,-0.167405,0.554657,1.265638,0.739709,-0.996535,0.586402,1.245124,-0.412481,approved
0.950998,-0.126563,0.855319,-0.060326,-1.644781,-0.389811,-0.631789,-0.670457,0.263153,-0.371367,-1.09679,2.271079,1.01249,-1.382644,-1.734024,-0.032869,0.222539,0.015318,1.647149,-0.830431,-0.173885,0.19676,1.174107,0.110736,-0.421949,-0.320151,-0.673019,0.051526,0.077649,approved
0.883871,-0.080466,0.98343,-0.410936,-1.821468,-0.549347,-0.767822,-0.794306,0.446155,-0.148698,-0.619968,2.278289,0.715371,-1.579242,-1.986934,-0.173533,1.017654,0.123859,0.664335,-0.430772,-0.265816,-0.573533,0.438999,-0.219647,-0.060849,0.325039,-0.727195,-0.217447,0.379107,approved
1.368655,-0.14196,0.521959,-0.072352,-1.197737,0.293179,-0.088641,-0.000565,0.074546,0.710385,-0.719893,1.936948,-0.093906,0.191865,1.213229,0.181266,-1.240729,-1.241681,0.416431,0.21398,-0.195881,1.13114,-0.770782,-0.778091,-0.525923,-0.136912,-0.500039,-0.757863,0.337336,approved
0.864257,0.133834,0.599681,0.047608,1.072978,1.303036,0.961494,-1.178127,0.532136,-1.446686,1.356356,-0.416352,-0.298866,-0.072593,-0.100682,0.213092,-0.745151,0.241461,1.248452,-0.609101,0.81338,-0.493936,-0.159505,-0.448857,-0.704735,-0.951259,-2.032321,-0.882346,-0.976278,approved
0.589731,-0.005155,1.290129,-0.02474,-0.886879,-0.546073,-0.162783,-0.513758,0.024118,0.353793,-0.265843,-0.10574,1.37941,1.270742,0.387626,-2.650549,0.80515,1.595794,-0.138254,0.124172,0.236928,-0.217786,-0.574663,-0.193435,-0.21379,-0.333308,-1.06768,-0.047384,0.673398,approved
-3.479153,-0.8697,-0.420794,0.631595,-0.901082,0.015454,0.016945,0.027526,0.452153,1.031848,0.037572,0.390131,0.681651,-2.754429,0.215762,0.09791,0.809552,0.866012,-1.021281,1.196488,1.406428,2.407851,-0.35476,-0.64183,0.699195,0.865407,-0.029372,0.518964,-1.098078,approved
1.541654,-0.455141,0.473552,0.698379,-1.479804,-0.042782,0.195791,0.239997,-0.188026,0.356888,-0.499356,1.095791,-0.988993,0.706831,1.156059,0.22706,-0.975356,-0.336262,0.017652,0.031971,0.205328,0.354582,-0.926754,0.869064,-0.801882,-1.880695,-0.088019,0.200278,0.089415,approved
1.004,0.052071,0.400116,0.37942,-0.933522,-0.357433,-0.024227,-0.129569,0.192434,0.360553,-0.236858,-0.706003,0.00243,1.612063,-2.9216,0.092366,1.263685,-0.247035,-1.065343,-0.183952,0.174005,1.680154,-0.689523,-0.820344,-1.55839,0.237934,-1.00424,-0.542844,0.3119,approved
1.499974,0.03446,-0.456727,0.865061,-1.410433,-0.489366,0.006535,0.40772,0.138687,-0.144439,-0.046333,-0.966146,-1.236571,1.922842,-2.792518,-0.224833,1.068901,0.163308,-1.341232,0.632941,-0.171635,0.973704,0.025441,-0.752176,-0.846456,-1.10766,-0.325219,0.21184,-0.15607,approved
2.058565,-0.599604,-1.223381,1.5264,0.204389,0.326516,0.537774,1.307006,0.387557,0.499842,-1.201312,-1.036858,0.60083,-3.248276,0.378115,-0.285311,-1.157163,-0.275346,0.807253,1.781998,0.271565,2.024615,-1.078299,-1.022792,1.728858,0.611349,0.846026,1.236596,-0.563983,approved
1.695199,-0.801622,-1.350902,1.141448,0.305773,1.387223,1.449469,0.8273,0.085362,1.999787,-0.12184,-1.703813,0.603789,-2.66725,0.248603,-0.18639,0.026094,0.722723,0.02462,0.416953,0.582817,0.763076,0.157579,0.635081,0.349229,-1.346529,0.429158,0.202167,-0.34019,approved
1.222757,-0.010785,0.500359,1.1585,-0.306213,-0.59356,0.051411,-0.144768,0.164096,-0.657321,-1.981164,-1.540983,0.791263,-0.280641,1.336426,1.288938,1.081204,-0.835409,1.223706,-0.440368,-0.3317,0.074138,-0.505735,-0.214143,-1.093201,1.70808,-0.712678,-0.06088,0.402996,approved
2.81741,-0.510305,-3.495382,0.196247,2.634969,1.238197,0.578878,-0.372292,1.444038,-3.492137,0.260144,2.285137,-0.101673,0.191045,0.025759,-0.007703,1.305775,1.287125,-0.395361,0.414775,-0.555431,0.860613,-0.077644,-0.69402,0.542478,1.962303,-0.213074,0.454988,-0.120249,approved
1.72813,-0.357467,0.039473,0.221296,-2.034535,0.051009,-0.175851,0.36846,0.132836,0.710701,-0.027929,1.961861,-1.580646,0.38944,0.962969,0.106985,-0.33417,-0.385326,-0.588131,1.046426,0.059486,-0.174596,-0.816932,-0.300265,0.242216,-0.258244,-0.194315,0.342533,0.078425,approved
0.86781,0.17892,0.585121,-0.512827,2.073897,2.36741,1.700017,-2.090463,1.263237,-2.01136,-0.301728,0.727034,-0.510137,0.427394,0.093579,0.010059,0.352913,0.413628,0.061694,-0.356288,0.314826,0.697343,0.332425,0.30406,-0.151333,-1.898115,-0.966954,-0.107329,0.563766,approved
1.255844,0.222965,0.162946,0.552285,-1.756663,-0.975325,-0.529626,-0.579661,0.2707,-0.819534,-0.653253,1.185157,0.169048,-1.506015,-1.83139,-0.438325,0.927764,0.648531,0.044867,-0.362097,-0.657659,-1.630979,-0.097269,0.270125,-0.821349,-0.929794,-0.362562,0.722727,0.156316,approved
1.217801,1.326607,1.786249,0.304236,1.910177,-0.780282,-1.015036,2.4716,-0.868969,0.956193,0.313816,2.601283,-0.162148,0.54062,0.796418,0.416291,1.151143,-0.395096,-0.040197,0.001731,-0.277509,0.512203,-2.333941,-0.583194,-0.721185,-1.283941,0.479739,-0.14209,0.104852,approved
1.718281,-0.572128,-0.548424,1.115366,-0.430383,-0.152819,0.427032,0.690596,0.445577,0.49346,-0.498955,-1.516489,0.053751,-3.200511,0.011776,-0.39026,0.410584,1.182632,-0.941397,1.990463,0.778881,0.885295,-1.516409,0.00182,-0.169944,0.681921,0.317671,-0.444535,0.252323,approved
