ano mes dia hora velocidade provedor estado
2012 Outubro 1 15 55.4674161744352 GZT SP
2012 Outubro 1 16 32.5860801832755 GZT SP
2012 Outubro 1 17 50.2565358423237 GZT SP
2012 Outubro 1 18 34.011065389056 GZT SP
2012 Outubro 1 19 57.6015166806557 GZT SP
2012 Outubro 1 20 63.9276995375356 GZT SP
2012 Outubro 1 21 46.8358394129461 GZT SP
2012 Outubro 1 22 54.8242897193345 GZT SP
2012 Outubro 1 23 23.084335203128 GZT SP
2012 Outubro 2 0 47.7986657562257 GZT SP
2012 Outubro 2 1 47.2742571988012 GZT SP
2012 Outubro 2 2 43.4739643140554 GZT SP
2012 Outubro 2 3 37.8649425920068 GZT SP
2012 Outubro 2 4 42.4635168335046 GZT SP
2012 Outubro 2 5 73.830955479704 GZT SP
2012 Outubro 2 6 58.5064023112804 GZT SP
2012 Outubro 2 7 38.2382054798525 GZT SP
2012 Outubro 2 8 31.6690939034617 GZT SP
2012 Outubro 2 9 76.9519531976352 GZT SP
2012 Outubro 2 10 38.2827931211255 GZT SP
2012 Outubro 2 11 43.4452417059856 GZT SP
2012 Outubro 2 12 25.6835809575744 GZT SP
2012 Outubro 2 13 72.6161270684953 GZT SP
2012 Outubro 2 14 13.5050836157902 GZT SP
2012 Outubro 2 15 63.8590416251637 GZT SP
2012 Outubro 2 16 53.2633069957117 GZT SP
2012 Outubro 2 17 52.9478949984213 GZT SP
2012 Outubro 2 18 76.1868443506616 GZT SP
2012 Outubro 2 19 42.3256747974886 GZT SP
2012 Outubro 2 20 39.129693317056 GZT SP
2012 Outubro 2 21 29.3864693045114 GZT SP
2012 Outubro 2 22 69.1456794209828 GZT SP
2012 Outubro 2 23 73.4687284672736 GZT SP
2012 Outubro 3 0 83.2187282345226 GZT SP
2012 Outubro 3 1 63.4653273448169 GZT SP
2012 Outubro 3 2 53.6398814923485 GZT SP
2012 Outubro 3 3 41.3062440991769 GZT SP
2012 Outubro 3 4 67.0863357554621 GZT SP
2012 Outubro 3 5 55.961050923431 GZT SP
2012 Outubro 3 6 42.5255147494675 GZT SP
2012 Outubro 3 7 33.8690173812277 GZT SP
2012 Outubro 3 8 51.7505927088131 GZT SP
2012 Outubro 3 9 48.6046156904847 GZT SP
2012 Outubro 3 10 79.2596173153028 GZT SP
2012 Outubro 3 11 74.1854185717434 GZT SP
2012 Outubro 3 12 53.9629724529276 GZT SP
2012 Outubro 3 13 81.9496864504688 GZT SP
2012 Outubro 3 14 73.1630332956402 GZT SP
2012 Outubro 3 15 41.280806749045 GZT SP
2012 Outubro 3 16 65.2481661868287 GZT SP
2012 Outubro 3 17 40.1924185910012 GZT SP
2012 Outubro 3 18 69.1140921979478 GZT SP
2012 Outubro 3 19 63.4316213280908 GZT SP
2012 Outubro 3 20 69.1436539885818 GZT SP
2012 Outubro 3 21 58.7764098133068 GZT SP
2012 Outubro 3 22 73.0718457262926 GZT SP
2012 Outubro 3 23 41.8344392541677 GZT SP
2012 Outubro 4 0 22.6444126719852 GZT SP
2012 Outubro 4 1 29.4263710184892 GZT SP
2012 Outubro 4 2 31.9202653926401 GZT SP
2012 Outubro 4 3 53.5260363727856 GZT SP
2012 Outubro 4 4 55.6298688048825 GZT SP
2012 Outubro 4 5 26.2059462353442 GZT SP
2012 Outubro 4 6 77.2900032073402 GZT SP
2012 Outubro 4 7 26.4857228296536 GZT SP
2012 Outubro 4 8 30.3721505102387 GZT SP
2012 Outubro 4 9 59.3445173384352 GZT SP
2012 Outubro 4 10 39.7128267570591 GZT SP
2012 Outubro 4 11 34.5676916380908 GZT SP
2012 Outubro 4 12 60.915806617982 GZT SP
2012 Outubro 4 13 43.9552030774245 GZT SP
2012 Outubro 4 14 57.5418522362182 GZT SP
2012 Outubro 4 15 39.9349510906004 GZT SP
2012 Outubro 4 16 50.4496473819671 GZT SP
2012 Outubro 4 17 53.3332426509928 GZT SP
2012 Outubro 4 18 58.6887732873371 GZT SP
2012 Outubro 4 19 53.5685917450001 GZT SP
2012 Outubro 4 20 37.4884589692232 GZT SP
2012 Outubro 4 21 24.9738838009146 GZT SP
2012 Outubro 4 22 57.1967474753214 GZT SP
2012 Outubro 4 23 19.894144405633 GZT SP
2012 Outubro 5 0 31.2512306188519 GZT SP
2012 Outubro 5 1 61.8713560780982 GZT SP
2012 Outubro 5 2 90.3243521275693 GZT SP
2012 Outubro 5 3 62.4303326947225 GZT SP
2012 Outubro 5 4 26.6297886081786 GZT SP
2012 Outubro 5 5 33.8871817921742 GZT SP
2012 Outubro 5 6 36.5537465627795 GZT SP
2012 Outubro 5 7 59.1340285047157 GZT SP
2012 Outubro 5 8 71.6277830015037 GZT SP
2012 Outubro 5 9 51.5322511169817 GZT SP
2012 Outubro 5 10 63.8034233555746 GZT SP
2012 Outubro 5 11 50.4242009827029 GZT SP
2012 Outubro 5 12 63.6847154871079 GZT SP
2012 Outubro 5 13 52.2322611920762 GZT SP
2012 Outubro 5 14 50.731871518316 GZT SP
2012 Outubro 5 15 42.3860115627939 GZT SP
2012 Outubro 5 16 62.392564418475 GZT SP
2012 Outubro 5 17 49.178154088701 GZT SP
2012 Outubro 5 18 71.2496258267562 GZT SP
2012 Outubro 5 19 29.4420710914954 GZT SP
2012 Outubro 5 20 46.7788436005159 GZT SP
2012 Outubro 5 21 69.1846557659971 GZT SP
2012 Outubro 5 22 44.9972850025136 GZT SP
2012 Outubro 5 23 54.5500716587612 GZT SP
2012 Outubro 6 0 33.3569284428235 GZT SP
2012 Outubro 6 1 52.4871437591753 GZT SP
2012 Outubro 6 2 42.7081611734494 GZT SP
2012 Outubro 6 3 45.4111505049495 GZT SP
2012 Outubro 6 4 39.6012249036026 GZT SP
2012 Outubro 6 5 44.942679579012 GZT SP
2012 Outubro 6 6 37.4593152403338 GZT SP
2012 Outubro 6 7 61.8860114133437 GZT SP
2012 Outubro 6 8 61.4635160484061 GZT SP
2012 Outubro 6 9 33.8502702371316 GZT SP
2012 Outubro 6 10 37.5807619826414 GZT SP
2012 Outubro 6 11 42.6527676454106 GZT SP
2012 Outubro 6 12 41.9414105845184 GZT SP
2012 Outubro 6 13 49.9370468691607 GZT SP
2012 Outubro 6 14 51.5943928829878 GZT SP
2012 Outubro 6 15 74.1517793066846 GZT SP
2012 Outubro 6 16 48.1210806726232 GZT SP
2012 Outubro 6 17 43.3144778259391 GZT SP
2012 Outubro 6 18 26.0845575080001 GZT SP
2012 Outubro 6 19 70.6819835084967 GZT SP
2012 Outubro 6 20 36.3813391226058 GZT SP
2012 Outubro 6 21 63.2517838026783 GZT SP
2012 Outubro 6 22 50.2920532246646 GZT SP
2012 Outubro 6 23 35.5331408795607 GZT SP
2012 Outubro 7 0 39.9937299167185 GZT SP
2012 Outubro 7 1 60.348103562304 GZT SP
2012 Outubro 7 2 48.1636995394157 GZT SP
2012 Outubro 7 3 41.0775645306691 GZT SP
2012 Outubro 7 4 77.3894437650705 GZT SP
2012 Outubro 7 5 67.5938063462743 GZT SP
2012 Outubro 7 6 61.0426180214837 GZT SP
2012 Outubro 7 7 59.1178681510666 GZT SP
2012 Outubro 7 8 49.7612243047562 GZT SP
2012 Outubro 7 9 26.1971192441109 GZT SP
2012 Outubro 7 10 35.4313195665998 GZT SP
2012 Outubro 7 11 60.8550956018107 GZT SP
2012 Outubro 7 12 58.6231056902299 GZT SP
2012 Outubro 7 13 62.5685150757327 GZT SP
2012 Outubro 7 14 71.3936223555624 GZT SP
2012 Outubro 7 15 43.0258293409846 GZT SP
2012 Outubro 7 16 59.7464981906246 GZT SP
2012 Outubro 7 17 61.4605046810579 GZT SP
2012 Outubro 7 18 52.4600295374455 GZT SP
2012 Outubro 7 19 77.4627476205747 GZT SP
2012 Outubro 7 20 39.0646743358216 GZT SP
2012 Outubro 7 21 67.5623059611393 GZT SP
2012 Outubro 7 22 52.5065426834181 GZT SP
2012 Outubro 7 23 31.9026083636098 GZT SP
